/obj/item/pinpointer/crew => 5482ms (56589) (avg:0.096873953938484192)
/mob/living/carbon/human => 4402ms (51522) (avg:0.085439227521419525)
/obj/screen/healthdoll => 2651ms (41078) (avg:0.064535759389400482)
/turf/closed/mineral/random/low_chance => 796ms (61354) (avg:0.012973888777196407)
/obj/machinery/power/smes/magical => 612ms (7585) (avg:0.080685563385486603)
/obj/machinery/light/fo13colored/Red => 382ms (13654) (avg:0.027977149933576584)
/obj/screen/inventory => 285ms (4705) (avg:0.06057385727763176)
/obj/machinery/door/airlock/hatch => 282ms (2792) (avg:0.10100286453962326)
/obj/machinery/door/airlock/security/glass => 263ms (2168) (avg:0.12130996584892273)
/obj/screen/movable/action_button => 255ms (3296) (avg:0.077366508543491364)
/obj/screen/inventory/hand => 244ms (9869) (avg:0.024723883718252182)
/obj/screen/parallax_layer/layer_1 => 231ms (683) (avg:0.33821377158164978)
/obj/effect/decal/cleanable/blood/footprints => 203ms (6397) (avg:0.031733624637126923)
/obj/screen/parallax_layer/layer_2 => 176ms (683) (avg:0.25768667459487915)
/obj/machinery/hydroponics/soil => 168ms (8324) (avg:0.020182603970170021)
/obj/screen/sprintbutton => 164ms (3513) (avg:0.046683747321367264)
/turf/closed/mineral/random/high_chance => 146ms (8267) (avg:0.017660578712821007)
/obj/machinery/light/fo13colored/Aqua => 139ms (4472) (avg:0.031082289293408394)
/obj/machinery/hydroponics/constructable => 132ms (1739) (avg:0.075905695557594299)
/mob/living/carbon/human/dummy => 129ms (1949) (avg:0.066187791526317596)
/obj/item/reagent_containers/food/snacks/meat/slab/radscorpion_meat => 127ms (1070) (avg:0.118691585958004)
/turf/open/space/basic => 123ms (39910) (avg:0.0030819342937320471)
/obj/machinery/door/airlock/grunge => 119ms (1225) (avg:0.097142860293388367)
/obj/structure/window/reinforced/fulltile => 110ms (4174) (avg:0.026353618130087852)
/obj/machinery/light/fo13colored/Pink => 85ms (2703) (avg:0.031446542590856552)
/obj/item/gun/ballistic/automatic/smg22 => 64ms (753) (avg:0.084993362426757813)
/obj/machinery/light/lampost => 63ms (1765) (avg:0.035694051533937454)
/obj/effect/decal/cleanable/dirt => 56ms (4157) (avg:0.013471253216266632)
/obj/item/weldingtool => 56ms (595) (avg:0.094117648899555206)
/obj/machinery/door/airlock/abandoned => 54ms (352) (avg:0.15340909361839294)
/obj/machinery/mecha_part_fabricator => 48ms (6209) (avg:0.0077307135798037052)
/obj/item/stack/ore/iron => 45ms (365) (avg:0.12328767031431198)
/turf/closed/wall/r_wall/rust => 44ms (2145) (avg:0.020512821152806282)
/turf/closed/mineral/iron => 43ms (3748) (avg:0.011472785845398903)
/obj/machinery/door/airlock/medical/glass => 37ms (402) (avg:0.092039801180362701)
/turf/closed/mineral/plasma => 28ms (1477) (avg:0.018957346677780151)
/turf/closed/wall/rust => 27ms (2550) (avg:0.010588235221803188)
/obj/item/stack/ore/plasma => 27ms (197) (avg:0.13705584406852722)
/turf/closed/wall/f13/tunnel => 27ms (27) (avg:1)
/obj/effect/decal/cleanable/blood/gibs => 26ms (860) (avg:0.030232558026909828)
/obj/machinery/door/airlock/public/glass => 26ms (174) (avg:0.14942528307437897)
/obj/item/storage/belt/utility/full => 25ms (144) (avg:0.1736111044883728)
/obj/machinery/door/airlock/shuttle => 24ms (314) (avg:0.076433122158050537)
/turf/closed/indestructible/riveted => 23ms (2661) (avg:0.0086433673277497292)
/obj/structure/table/wood => 23ms (903) (avg:0.025470653548836708)
/obj/machinery/door/airlock/medical => 23ms (281) (avg:0.081850536167621613)
/obj/item/reagent_containers/glass/beaker/large => 22ms (282) (avg:0.078014187514781952)
/obj/machinery/door/airlock/security => 22ms (186) (avg:0.11827956885099411)
/turf/closed/mineral/gold => 21ms (715) (avg:0.029370630159974098)
/obj/screen/zone_sel => 21ms (236) (avg:0.088983051478862762)
/obj/item/reagent_containers/glass/beaker/bluespace => 20ms (286) (avg:0.069930069148540497)
/obj/item/stack/ore/diamond => 19ms (144) (avg:0.1319444477558136)
/turf/closed/wall/r_wall => 18ms (889) (avg:0.02024746872484684)
/obj/machinery/door/airlock/wood => 18ms (154) (avg:0.11688311398029327)
