/mob/living/carbon/human => 3442ms (40181) (avg:0.085662379860877991)
/obj/screen/healthdoll => 1967ms (34191) (avg:0.057529758661985397)
/obj/item/pinpointer/crew => 923ms (11777) (avg:0.078373096883296967)
/obj/machinery/power/smes/magical => 453ms (5267) (avg:0.086007215082645416)
/turf/closed/mineral/random/low_chance => 355ms (52527) (avg:0.0067584291100502014)
/obj/machinery/light/fo13colored/Red => 312ms (10144) (avg:0.030757097527384758)
/obj/screen/inventory => 276ms (4969) (avg:0.055544376373291016)
/obj/screen/inventory/hand => 237ms (9155) (avg:0.025887493044137955)
/mob/living/carbon/human/dummy => 210ms (4424) (avg:0.047468353062868118)
/obj/effect/decal/cleanable/blood/footprints => 191ms (6055) (avg:0.03154417872428894)
/obj/screen/movable/action_button => 175ms (2616) (avg:0.066896021366119385)
/obj/machinery/hydroponics/constructable => 155ms (2015) (avg:0.076923079788684845)
/obj/machinery/hydroponics/soil => 147ms (6780) (avg:0.021681416779756546)
/turf/open/space/basic => 111ms (39910) (avg:0.0027812577318400145)
/obj/screen/parallax_layer/layer_1 => 108ms (385) (avg:0.28051948547363281)
/obj/machinery/light/fo13colored/Aqua => 94ms (3050) (avg:0.030819671228528023)
/obj/machinery/door/airlock/security => 94ms (826) (avg:0.11380144953727722)
/obj/machinery/door/airlock/abandoned => 88ms (707) (avg:0.12446959316730499)
/obj/screen/parallax_layer/layer_3 => 88ms (177) (avg:0.49717512726783752)
/obj/structure/window/reinforced/fulltile => 86ms (4154) (avg:0.020702937617897987)
/obj/screen/parallax_layer/layer_2 => 81ms (385) (avg:0.21038961410522461)
/obj/machinery/door/airlock/medical/glass => 74ms (870) (avg:0.085057474672794342)
/obj/machinery/light/fo13colored/Pink => 68ms (1952) (avg:0.034836065024137497)
/obj/machinery/door/airlock/public/glass => 68ms (652) (avg:0.10429447889328003)
/obj/structure/table/wood => 58ms (761) (avg:0.076215505599975586)
/obj/machinery/door/airlock/science/glass => 57ms (507) (avg:0.1124260351061821)
/turf/closed/mineral/random/high_chance => 56ms (6695) (avg:0.0083644511178135872)
/obj/machinery/door/airlock/highsecurity => 52ms (305) (avg:0.17049179971218109)
/obj/screen/sprintbutton => 50ms (938) (avg:0.053304903209209442)
/obj/machinery/door/airlock/grunge => 48ms (513) (avg:0.093567252159118652)
/obj/machinery/light/lampost => 43ms (1406) (avg:0.0305832140147686)
/obj/machinery/door/airlock/medical => 41ms (458) (avg:0.089519649744033813)
/obj/machinery/door/airlock/hatch => 40ms (393) (avg:0.10178116708993912)
/obj/effect/decal/cleanable/dirt => 39ms (4247) (avg:0.009182952344417572)
/obj/machinery/door/airlock/maintenance/abandoned => 35ms (314) (avg:0.1114649698138237)
/obj/item/reagent_containers/glass/beaker/large => 33ms (275) (avg:0.11999999731779099)
/obj/machinery/mecha_part_fabricator => 30ms (3347) (avg:0.0089632505550980568)
/obj/machinery/door/airlock/engineering => 30ms (200) (avg:0.15000000596046448)
/obj/machinery/door/airlock/command => 28ms (303) (avg:0.092409238219261169)
/obj/machinery/door/airlock/security/glass => 27ms (235) (avg:0.11489361524581909)
/turf/closed/mineral/iron => 24ms (3205) (avg:0.0074882996268570423)
/obj/machinery/door/airlock/wood => 23ms (208) (avg:0.11057692021131516)
/turf/closed/wall/rust => 22ms (2527) (avg:0.0087059754878282547)
/obj/item/weldingtool => 22ms (262) (avg:0.083969466388225555)
/obj/machinery/door/airlock/shuttle => 22ms (255) (avg:0.086274512112140656)
/obj/item/storage/belt/utility => 21ms (127) (avg:0.16535432636737823)
/turf/closed/indestructible/riveted => 20ms (2661) (avg:0.0075159715488553047)
/turf/closed/wall/r_wall/rust => 18ms (2103) (avg:0.0085592009127140045)
/obj/effect/decal/cleanable/blood/gibs => 17ms (704) (avg:0.024147726595401764)
/turf/closed/wall/f13/store => 16ms (1281) (avg:0.012490241788327694)
/turf/closed/mineral/lead => 16ms (1172) (avg:0.013651876710355282)
/obj/effect/decal/cleanable/blood/drip => 16ms (635) (avg:0.025196850299835205)
/obj/machinery/iv_drip => 16ms (331) (avg:0.048338368535041809)
/obj/item/pda => 15ms (202) (avg:0.074257425963878632)
/obj/machinery/door/airlock => 14ms (186) (avg:0.07526881992816925)
/turf/closed/wall/r_wall/f13vault => 13ms (1388) (avg:0.0093659944832324982)
/obj/item/reagent_containers/blood/random => 13ms (322) (avg:0.040372669696807861)
/obj/item/storage/belt/utility/full/engi => 12ms (89) (avg:0.13483145833015442)
/obj/machinery/door/airlock/command/glass => 12ms (74) (avg:0.16216215491294861)
/obj/screen/zone_sel => 11ms (288) (avg:0.0381944440305233)
/obj/item/storage/belt/security => 11ms (62) (avg:0.17741934955120087)
/obj/structure/table/reinforced => 10ms (752) (avg:0.013297872617840767)
/mob/dead/observer => 10ms (169) (avg:0.05917159840464592)
/obj/machinery/cell_charger => 10ms (107) (avg:0.093457944691181183)
/turf/closed/wall/f13/wood/house => 10ms (76) (avg:0.1315789520740509)
/turf/closed/wall/f13/supermart => 9ms (880) (avg:0.010227272287011147)
/turf/closed/mineral/gold => 9ms (570) (avg:0.015789473429322243)
/obj/screen/combattoggle => 9ms (202) (avg:0.044554457068443298)
/obj/item/gun/energy/laser/plasma => 9ms (104) (avg:0.086538463830947876)
/obj/item/stack/ore/iron => 9ms (53) (avg:0.16981132328510284)
/turf/closed/wall/r_wall => 8ms (861) (avg:0.0092915212735533714)
/turf/closed/wall/mineral/titanium => 8ms (324) (avg:0.024691358208656311)
/obj/structure/falsewall/rust => 8ms (77) (avg:0.10389610379934311)
/turf/closed/mineral/plasma => 7ms (1234) (avg:0.0056726094335317612)
/obj/machinery/light => 7ms (820) (avg:0.0085365856066346169)
/obj/item/gun/energy/laser/aer9 => 7ms (111) (avg:0.063063062727451324)
/obj/item/gun/ballistic/automatic/mini_uzi => 7ms (74) (avg:0.094594597816467285)
/turf/open/space/transit => 6ms (1621) (avg:0.0037014188710600138)
/turf/closed/mineral/titanium => 6ms (605) (avg:0.0099173551425337791)
/obj/structure/closet/cabinet => 6ms (205) (avg:0.029268292710185051)
/obj/item/gun/ballistic/automatic/autopipe => 6ms (75) (avg:0.079999998211860657)
/obj/machinery/door/airlock/freezer => 6ms (63) (avg:0.095238097012042999)
/turf/closed/wall/f13/ruins => 5ms (1118) (avg:0.0044722720049321651)
/turf/closed/mineral/silver => 5ms (696) (avg:0.0071839080192148685)
/obj/structure/table => 5ms (604) (avg:0.0082781454548239708)
/obj/structure/closet => 5ms (288) (avg:0.0173611119389534)
/obj/item/gun/energy/laser/pistol => 5ms (140) (avg:0.035714287310838699)
/obj/machinery/power/smes/engineering => 5ms (57) (avg:0.087719298899173737)
/obj/machinery/door/airlock/glass_large => 5ms (36) (avg:0.1388888955116272)
/obj/item/defibrillator => 5ms (36) (avg:0.1388888955116272)
/obj/item/stack/ore/plasma => 5ms (35) (avg:0.1428571492433548)
/obj/item/stack/ore/silver => 5ms (24) (avg:0.2083333283662796)
/obj/item/reagent_containers/hypospray/medipen/stimpak => 4ms (357) (avg:0.011204482056200504)
/turf/closed/indestructible/riveted/boss => 4ms (266) (avg:0.015037594363093376)
/obj/effect/decal/cleanable/trail_holder => 4ms (146) (avg:0.027397260069847107)
/obj/item/gun/energy/laser/wattz => 4ms (131) (avg:0.030534351244568825)
/obj/item/gun/ballistic/automatic/greasegun => 4ms (89) (avg:0.044943820685148239)
/obj/item/gun/energy/laser/plasma/pistol => 4ms (82) (avg:0.048780485987663269)
/obj/structure/weightlifter => 4ms (78) (avg:0.05128205195069313)
/turf/closed/wall/f13/wood => 4ms (35) (avg:0.11428571492433548)
/obj/item/defibrillator/loaded => 4ms (29) (avg:0.13793103396892548)
/obj/machinery/light/small => 3ms (534) (avg:0.0056179775856435299)
/turf/open/floor/carpet/black => 3ms (508) (avg:0.0059055117890238762)
/turf/open/floor/plasteel => 3ms (371) (avg:0.0080862529575824738)
/obj/screen/movable/action_button/hide_toggle => 3ms (365) (avg:0.0082191778346896172)
/obj/structure/closet/crate/bin => 3ms (165) (avg:0.018181817606091499)
/obj/machinery/computer/terminal => 3ms (106) (avg:0.028301887214183807)
/obj/item/clothing/shoes/combat/swat => 3ms (92) (avg:0.032608695328235626)
/obj/machinery/door/airlock/mining => 3ms (55) (avg:0.054545454680919647)
/obj/item/storage/box/gloves => 3ms (52) (avg:0.057692307978868484)
/obj/item/storage/box/hug/medical => 3ms (28) (avg:0.1071428582072258)
/turf/closed/wall/mineral/titanium/nodiagonal => 3ms (17) (avg:0.17647059261798859)
/obj/item/kitchen/knife => 3ms (15) (avg:0.20000000298023224)
/turf/closed/mineral/uranium => 2ms (427) (avg:0.0046838405542075634)
/turf/closed/mineral/diamond => 2ms (263) (avg:0.0076045626774430275)
/obj/structure/table/wood/settler => 2ms (261) (avg:0.0076628350652754307)
/turf/open/floor/carpet => 2ms (259) (avg:0.0077220075763761997)
/obj/structure/barricade/sandbags => 2ms (206) (avg:0.0097087379544973373)
/turf/closed/mineral/bscrystal => 2ms (191) (avg:0.010471204295754433)
/obj/effect/decal/cleanable/blood/gibs/core => 2ms (174) (avg:0.01149425283074379)
/turf/closed/wall/r_wall/f13superstore => 2ms (150) (avg:0.013333333656191826)
/obj/structure/lattice/catwalk => 2ms (130) (avg:0.015384615398943424)
/obj/item/clothing/shoes/f13/military/plated => 2ms (89) (avg:0.02247191034257412)
/turf/closed/mineral/random => 2ms (79) (avg:0.025316456332802773)
/turf/open/floor/f13 => 2ms (73) (avg:0.027397260069847107)
/obj/item/lighter => 2ms (43) (avg:0.046511627733707428)
/obj/item/gun/ballistic/automatic/ar => 2ms (43) (avg:0.046511627733707428)
/obj/structure/closet/bus => 2ms (34) (avg:0.058823529630899429)
/obj/item/clothing/neck/cloak/alt/polychromic => 2ms (29) (avg:0.068965516984462738)
/obj/item/stack/ore/glass => 2ms (27) (avg:0.074074074625968933)
/turf/closed/wall/f13/tunnel => 2ms (25) (avg:0.079999998211860657)
/obj/item/storage/box/vendingmachine => 2ms (23) (avg:0.086956523358821869)
/obj/item/storage/belt/holster => 2ms (20) (avg:0.10000000149011612)
/obj/item/storage/belt/security/full => 2ms (16) (avg:0.125)
/turf/closed/wall/f13/wood/house/broken => 2ms (13) (avg:0.15384615957736969)
/obj/machinery/am_shielding => 2ms (11) (avg:0.18181818723678589)
/turf/open/floor/plasteel/dark => 1ms (231) (avg:0.0043290043249726295)
/turf/closed/indestructible/f13vaultrusted => 1ms (192) (avg:0.0052083334885537624)
/obj/item/clothing/shoes/jackboots => 1ms (145) (avg:0.0068965516984462738)
/turf/closed/indestructible/riveted/uranium => 1ms (131) (avg:0.0076335878111422062)
/turf/closed/wall/r_wall/syndicate => 1ms (97) (avg:0.010309278033673763)
/obj/effect/decal/cleanable/dirt/dust => 1ms (92) (avg:0.010869565419852734)
/obj/item/clothing/shoes/f13/explorer => 1ms (89) (avg:0.01123595517128706)
/obj/item/gun/energy/laser/plasma/glock/extended => 1ms (80) (avg:0.012500000186264515)
/obj/machinery/door/airlock/centcom => 1ms (73) (avg:0.013698630034923553)
/obj/structure/closet/fridge => 1ms (65) (avg:0.015384615398943424)
/obj/item/weldingtool/largetank => 1ms (52) (avg:0.019230769947171211)
/obj/structure/window/fulltile/house => 1ms (49) (avg:0.020408162847161293)
/turf/open/floor/plasteel/darkred/side => 1ms (40) (avg:0.02500000037252903)
/obj/structure/table/glass => 1ms (37) (avg:0.027027027681469917)
/obj/item/clothing/shoes/combat => 1ms (37) (avg:0.027027027681469917)
/obj/item/reagent_containers/hypospray/medipen/stimpak/super => 1ms (36) (avg:0.02777777798473835)
/turf/closed/wall => 1ms (36) (avg:0.02777777798473835)
/obj/machinery/door/airlock/vault => 1ms (34) (avg:0.029411764815449715)
/obj/item/stack/ore/gold => 1ms (32) (avg:0.03125)
/obj/machinery/shower => 1ms (30) (avg:0.033333335071802139)
/obj/item/gun/ballistic/automatic/pistol/beretta/automatic => 1ms (26) (avg:0.038461539894342422)
/turf/open/floor/plasteel/f13/vault_floor/dark/darksolid => 1ms (26) (avg:0.038461539894342422)
/obj/item/reagent_containers/glass/beaker/waterbottle => 1ms (25) (avg:0.039999999105930328)
/obj/structure/table/abductor => 1ms (24) (avg:0.041666667908430099)
/obj/item/storage/box/handcuffs => 1ms (23) (avg:0.043478261679410934)
/obj/item/weldingtool/mini => 1ms (22) (avg:0.045454546809196472)
/obj/item/storage/box/security => 1ms (21) (avg:0.0476190485060215)
/obj/structure/closet/body_bag => 1ms (20) (avg:0.05000000074505806)
/obj/screen/storage/volumetric_box/center => 1ms (18) (avg:0.0555555559694767)
/obj/machinery/door/airlock/external => 1ms (16) (avg:0.0625)
