/mob/living/carbon/human => 6293ms (64610) (avg:0.097399786114692688)
/obj/screen/healthdoll => 3646ms (67180) (avg:0.054272104054689407)
/obj/machinery/door/airlock/hatch => 1845ms (15092) (avg:0.12225019931793213)
/obj/machinery/power/smes/magical => 758ms (9748) (avg:0.077759541571140289)
/turf/closed/mineral/random/low_chance => 537ms (55033) (avg:0.0097577814012765884)
/obj/screen/inventory/hand => 378ms (14933) (avg:0.025313064455986023)
/obj/screen/inventory => 355ms (6229) (avg:0.056991491466760635)
/obj/machinery/light/fo13colored/Red => 336ms (11305) (avg:0.029721362516283989)
/obj/effect/decal/cleanable/blood/footprints => 328ms (9688) (avg:0.033856317400932312)
/obj/screen/movable/action_button => 278ms (4138) (avg:0.067182213068008423)
/obj/machinery/door/airlock/security/glass => 254ms (2520) (avg:0.10079365223646164)
/obj/screen/sprintbutton => 246ms (5336) (avg:0.046101950109004974)
/obj/structure/window/reinforced/fulltile => 168ms (4116) (avg:0.040816325694322586)
/obj/machinery/hydroponics/soil => 163ms (7972) (avg:0.020446563139557838)
/obj/screen/parallax_layer/layer_1 => 153ms (495) (avg:0.30909091234207153)
/obj/machinery/hydroponics/constructable => 142ms (2095) (avg:0.067780427634716034)
/turf/open/space/basic => 137ms (39910) (avg:0.003432723693549633)
/obj/screen/parallax_layer/layer_2 => 123ms (495) (avg:0.24848484992980957)
/obj/machinery/light/fo13colored/Aqua => 103ms (2910) (avg:0.035395190119743347)
/mob/living/carbon/human/dummy => 97ms (1896) (avg:0.051160339266061783)
/obj/item/weldingtool => 94ms (858) (avg:0.10955710709095001)
/obj/machinery/light/lampost => 92ms (2629) (avg:0.034994293004274368)
/obj/machinery/door/airlock/grunge => 92ms (779) (avg:0.1181001290678978)
/turf/closed/mineral/random/high_chance => 87ms (7298) (avg:0.011921074241399765)
/obj/item/weldingtool/largetank => 74ms (466) (avg:0.15879827737808228)
/obj/machinery/light/fo13colored/Pink => 66ms (2056) (avg:0.032101165503263474)
/obj/item/storage/belt/utility/full/engi => 66ms (344) (avg:0.19186046719551086)
/obj/machinery/door/airlock/medical/glass => 56ms (562) (avg:0.099644124507904053)
/turf/closed/wall/r_wall/rust => 51ms (1836) (avg:0.02777777798473835)
/turf/closed/wall/f13/tunnel => 50ms (151) (avg:0.33112582564353943)
/obj/item/gun/ballistic/automatic/smg22 => 49ms (566) (avg:0.086572438478469849)
/obj/screen/zone_sel => 48ms (553) (avg:0.086799278855323792)
/obj/effect/decal/cleanable/dirt => 44ms (3696) (avg:0.011904762126505375)
/obj/machinery/light/built => 42ms (2042) (avg:0.020568070933222771)
/obj/item/stack/ore/glass => 42ms (208) (avg:0.20192307233810425)
/turf/closed/mineral/iron => 41ms (3599) (avg:0.011392053216695786)
/obj/machinery/door/airlock/abandoned => 41ms (281) (avg:0.14590747654438019)
/turf/closed/wall/f13/store => 40ms (1376) (avg:0.029069768264889717)
/obj/item/stack/ore/iron => 40ms (388) (avg:0.10309278219938278)
/turf/closed/wall/rust => 35ms (2611) (avg:0.013404825702309608)
/obj/effect/decal/cleanable/blood/drip => 30ms (1027) (avg:0.029211295768618584)
/obj/item/gun/ballistic/automatic/service/r82 => 30ms (353) (avg:0.084985837340354919)
/obj/machinery/mecha_part_fabricator => 29ms (5518) (avg:0.0052555273286998272)
/turf/closed/wall/f13/tentwall => 29ms (92) (avg:0.31521740555763245)
/turf/closed/indestructible/riveted => 28ms (2661) (avg:0.010522359982132912)
/obj/item/gun/ballistic/automatic/service => 28ms (581) (avg:0.048192769289016724)
/obj/screen/parallax_layer/layer_3 => 27ms (143) (avg:0.18881118297576904)
/obj/item/gun/ballistic/automatic/bozar => 25ms (505) (avg:0.049504950642585754)
/turf/closed/wall/r_wall => 24ms (926) (avg:0.025917926803231239)
/obj/item/gun/energy/laser/pistol => 24ms (447) (avg:0.053691275417804718)
/obj/machinery/door/airlock/shuttle => 23ms (257) (avg:0.089494161307811737)
/obj/item/pda => 23ms (243) (avg:0.094650208950042725)
/obj/machinery/cell_charger => 23ms (217) (avg:0.10599078238010406)
/obj/machinery/door/airlock/vault => 23ms (195) (avg:0.11794871836900711)
/obj/screen/combattoggle => 22ms (331) (avg:0.066465258598327637)
/turf/closed/mineral/lead => 21ms (1350) (avg:0.015555555932223797)
/turf/closed/mineral/plasma => 21ms (1345) (avg:0.015613382682204247)
/obj/effect/decal/cleanable/blood/gibs => 21ms (1013) (avg:0.020730502903461456)
